date,stock_code,action,shares,price,value,commission,portfolio_value_before,position_mode
2015-02-25,000906.SZ,SELL,-4200,6.55,29973.05,55.0204,1408682.52,fixed
2015-02-25,002647.SZ,SELL,-55200,2.5002,89974.6,276.0218,1468684.08,fixed
2015-02-25,300170.SZ,SELL,-3400,14.1277,29144.8,96.0684,1407854.28,fixed
2015-02-25,300315.SZ,SELL,-7200,10.9939,59529.79,158.3119,1438239.27,fixed
2015-02-25,600318.SH,SELL,-10800,10.2395,59776.52,221.1731,1438486.0,fixed
2015-02-25,600704.SH,SELL,-24900,5.2496,89354.37,261.4313,1468063.85,fixed
2015-02-25,601519.SH,SELL,-10000,23.4765,59800.0,469.53,1438509.48,fixed
2015-02-25,002152.SZ,BUY,3600,8.2301,29628.52,59.257,1349080.96,fixed
2015-02-25,002298.SZ,BUY,3400,8.7217,29653.92,59.3078,1349055.56,fixed
2015-02-25,000938.SZ,BUY,2900,10.2711,29786.17,59.5723,1348923.3,fixed
2015-02-25,002439.SZ,BUY,2300,12.6592,29116.16,58.2323,1349593.32,fixed
2015-02-25,002331.SZ,BUY,2800,10.4773,29336.31,58.6726,1349373.17,fixed
2015-02-25,000719.SZ,BUY,3300,9.0206,29767.85,59.5357,1348941.63,fixed
2015-02-25,002512.SZ,BUY,3700,8.0802,29896.87,59.7937,1348812.61,fixed
2015-02-25,002421.SZ,BUY,7000,4.2376,29663.07,59.3261,1349046.41,fixed
2015-02-25,000514.SZ,BUY,4300,6.8449,29433.1,58.8662,1349276.38,fixed
2015-02-25,000415.SZ,BUY,4600,6.4377,29613.59,59.2272,1349095.89,fixed
2015-02-25,300363.SZ,BUY,1600,20.573,32916.73,65.8335,1345792.74,fixed
2015-02-25,002617.SZ,BUY,6500,4.5629,29658.76,59.3175,1349050.72,fixed
2015-02-25,002180.SZ,BUY,2200,13.1298,28885.47,57.7709,1349824.01,fixed
2015-02-25,002261.SZ,BUY,3300,9.0458,29851.07,59.7021,1348858.41,fixed
2015-02-25,300063.SZ,BUY,4200,7.0768,29722.35,59.4447,1348987.13,fixed
2015-02-25,000520.SZ,BUY,11800,2.53,29854.0,59.708,1348855.48,fixed
2015-02-25,600649.SH,BUY,5000,5.9821,29910.45,59.8209,1348799.03,fixed
2015-02-25,002558.SZ,BUY,3800,7.8526,29839.87,59.6797,1348869.61,fixed
2015-02-25,000905.SZ,BUY,1900,15.8674,30148.07,60.2961,1348561.41,fixed
2015-02-25,002354.SZ,BUY,1400,20.2766,28387.22,56.7744,1350322.26,fixed
2015-02-25,002663.SZ,BUY,5200,5.7262,29776.14,59.5523,1348933.34,fixed
2015-02-25,300131.SZ,BUY,4600,6.3855,29373.44,58.7469,1349336.04,fixed
2015-02-25,000967.SZ,BUY,6600,4.532,29911.27,59.8225,1348798.21,fixed
2015-02-25,300061.SZ,BUY,5300,5.611,29738.08,59.4762,1348971.39,fixed
2015-02-25,002006.SZ,BUY,3500,8.4432,29551.32,59.1026,1349158.16,fixed
2015-02-25,300344.SZ,BUY,7300,4.084,29813.34,59.6267,1348896.13,fixed
2015-02-25,600232.SH,BUY,6100,4.8541,29610.15,59.2203,1349099.33,fixed
2015-02-25,600365.SH,BUY,5300,5.5428,29377.07,58.7541,1349332.41,fixed
2015-02-25,600756.SH,BUY,1200,23.7472,28496.67,56.9933,1350212.81,fixed
2015-03-25,000520.SZ,SELL,-47200,2.53,119416.0,238.832,1630298.16,fixed
2015-03-25,000719.SZ,SELL,-3300,9.0206,29767.85,59.5357,1540650.01,fixed
2015-03-25,000905.SZ,SELL,-1900,17.7269,30148.07,67.362,1541030.23,fixed
2015-03-25,000967.SZ,SELL,-13200,4.532,59822.53,119.6451,1570704.69,fixed
2015-03-25,002021.SZ,SELL,-15900,5.5603,88409.43,176.8189,1599291.59,fixed
2015-03-25,002152.SZ,SELL,-3600,16.1729,29628.52,116.4446,1540510.68,fixed
2015-03-25,002354.SZ,SELL,-1400,24.5364,28387.22,68.702,1539269.38,fixed
2015-03-25,002421.SZ,SELL,-7000,4.2376,29663.07,59.3261,1540545.23,fixed
2015-03-25,002439.SZ,SELL,-2300,21.929,29116.16,100.8735,1539998.32,fixed
2015-03-25,002617.SZ,SELL,-6500,4.5629,29658.76,59.3175,1540540.92,fixed
2015-03-25,002663.SZ,SELL,-5200,9.9353,29776.14,103.3273,1540658.3,fixed
2015-03-25,300061.SZ,SELL,-5300,7.6865,29738.08,81.4771,1540620.24,fixed
2015-03-25,300131.SZ,SELL,-4600,6.3855,29373.44,58.7469,1540255.6,fixed
2015-03-25,300344.SZ,SELL,-7300,4.7679,29813.34,69.6112,1540695.51,fixed
2015-03-25,300363.SZ,SELL,-1600,34.6256,32916.73,110.8019,1543798.89,fixed
2015-03-25,600232.SH,SELL,-6100,4.8541,29610.15,59.2203,1540492.31,fixed
2015-03-25,600365.SH,SELL,-5300,6.5362,29377.07,69.2835,1540259.23,fixed
2015-03-25,600649.SH,SELL,-15000,5.9821,89731.35,179.4627,1600613.51,fixed
2015-03-25,600756.SH,SELL,-1200,23.7472,28496.67,56.9933,1539378.83,fixed
2015-03-25,002331.SZ,BUY,2800,11.5236,32266.13,64.5323,1478616.03,fixed
2015-03-25,300025.SZ,BUY,3000,9.9358,29807.25,59.6145,1481074.91,fixed
2015-03-25,002180.SZ,BUY,2200,13.1298,28885.47,57.7709,1481996.69,fixed
2015-03-25,002298.SZ,BUY,3400,8.7217,29653.92,59.3078,1481228.24,fixed
2015-03-25,002558.SZ,BUY,3800,7.8526,29839.87,59.6797,1481042.29,fixed
2015-03-25,002123.SZ,BUY,3300,9.0894,29995.0,59.99,1480887.16,fixed
2015-03-25,002512.SZ,BUY,3700,8.0802,29896.87,59.7937,1480985.29,fixed
2015-03-25,002602.SZ,BUY,7000,4.2434,29703.52,59.407,1481178.64,fixed
2015-03-25,000938.SZ,BUY,2900,10.2711,29786.17,59.5723,1481095.99,fixed
2015-03-25,300073.SZ,BUY,3600,8.2877,29835.75,59.6715,1481046.42,fixed
2015-03-25,002261.SZ,BUY,3300,9.0458,29851.07,59.7021,1481031.1,fixed
2015-03-25,000514.SZ,BUY,4300,7.5313,32384.72,64.7694,1478497.44,fixed
2015-03-25,000607.SZ,BUY,2900,10.0109,29031.63,58.0633,1481850.54,fixed
2015-03-25,000883.SZ,BUY,5800,5.1272,29737.5,59.475,1481144.66,fixed
2015-03-25,600035.SH,BUY,11200,2.6631,29826.82,59.6536,1481055.34,fixed
2015-03-25,000415.SZ,BUY,4600,6.4377,29613.59,59.2272,1481268.57,fixed
2015-03-25,000070.SZ,BUY,6600,4.4972,29681.28,59.3626,1481200.88,fixed
2015-03-25,300063.SZ,BUY,4200,7.0768,29722.35,59.4447,1481159.81,fixed
2015-03-25,002006.SZ,BUY,3500,8.4432,29551.32,59.1026,1481330.84,fixed
2015-03-25,000755.SZ,BUY,5800,5.0932,29540.75,59.0815,1481341.42,fixed
2015-03-25,600552.SH,BUY,3300,9.0009,29702.84,59.4057,1481179.32,fixed
2015-03-25,000426.SZ,BUY,5100,6.4642,32967.27,65.9345,1477914.89,fixed
2015-03-25,300339.SZ,BUY,2700,10.8245,29226.02,58.452,1481656.14,fixed
2015-03-25,000676.SZ,BUY,4800,6.2288,29898.37,59.7967,1480983.79,fixed
2015-03-25,002317.SZ,BUY,3600,8.3273,29978.27,59.9565,1480903.89,fixed
2015-03-25,000715.SZ,BUY,5600,5.3071,29719.49,59.439,1481162.68,fixed
2015-03-25,002625.SZ,BUY,7300,4.1016,29941.83,59.8837,1480940.33,fixed
2015-03-25,600126.SH,BUY,7400,4.0398,29894.29,59.7886,1480987.87,fixed
2015-03-25,002171.SZ,BUY,5200,5.6867,29570.62,59.1412,1481311.54,fixed
2015-03-25,600962.SH,BUY,1600,17.98,28768.0,57.536,1482114.16,fixed
2015-04-23,000070.SZ,SELL,-6600,10.5931,29681.28,139.8284,2241786.42,fixed
2015-04-23,000415.SZ,SELL,-9200,9.4319,59227.18,173.5473,2271332.31,fixed
2015-04-23,000426.SZ,SELL,-5100,7.1894,32967.27,73.3321,2245072.41,fixed
2015-04-23,000514.SZ,SELL,-8600,10.2378,61817.81,176.0897,2273922.95,fixed
2015-04-23,000607.SZ,SELL,-2900,10.0109,29031.63,58.0633,2241136.76,fixed
2015-04-23,000676.SZ,SELL,-4800,6.2288,29898.37,59.7967,2242003.5,fixed
2015-04-23,000715.SZ,SELL,-5600,5.3071,29719.49,59.439,2241824.62,fixed
2015-04-23,002006.SZ,SELL,-14000,11.7605,118205.28,329.2943,2330310.41,fixed
2015-04-23,002123.SZ,SELL,-3300,19.3227,29995.0,127.53,2242100.13,fixed
2015-04-23,002261.SZ,SELL,-6600,13.2406,59702.13,174.7763,2271807.26,fixed
2015-04-23,002298.SZ,SELL,-13600,22.6422,118615.67,615.8676,2330720.8,fixed
2015-04-23,002317.SZ,SELL,-3600,11.7159,29978.27,84.3544,2242083.4,fixed
2015-04-23,002331.SZ,SELL,-8400,16.2754,90938.74,273.4261,2303043.87,fixed
2015-04-23,002625.SZ,SELL,-7300,26.2958,29941.83,383.9184,2242046.96,fixed
2015-04-23,300073.SZ,SELL,-3600,12.5603,29835.75,90.4338,2241940.88,fixed
2015-04-23,600035.SH,SELL,-11200,6.1288,29826.82,137.2854,2241931.95,fixed
2015-04-23,600126.SH,SELL,-7400,7.1996,29894.29,106.5538,2241999.42,fixed
2015-04-23,600552.SH,SELL,-3300,12.8894,29702.84,85.0703,2241807.97,fixed
2015-04-23,600962.SH,SELL,-1600,20.2098,28768.0,64.6713,2240873.13,fixed
2015-04-23,300025.SZ,BUY,3000,9.9358,29807.25,59.6145,2182297.88,fixed
2015-04-23,002598.SZ,BUY,3800,7.8781,29936.76,59.8735,2182168.37,fixed
2015-04-23,300001.SZ,BUY,3400,8.6459,29395.91,58.7918,2182709.22,fixed
2015-04-23,300339.SZ,BUY,2500,13.1007,32751.78,65.5036,2179353.35,fixed
2015-04-23,002491.SZ,BUY,4800,6.1752,29640.89,59.2818,2182464.24,fixed
2015-04-23,002180.SZ,BUY,2200,13.1298,28885.47,57.7709,2183219.66,fixed
2015-04-23,000719.SZ,BUY,3300,9.0206,29767.85,59.5357,2182337.28,fixed
2015-04-23,002376.SZ,BUY,2700,10.9951,29686.86,59.3737,2182418.27,fixed
2015-04-23,600076.SH,BUY,5800,5.1235,29716.02,59.432,2182389.11,fixed
2015-04-23,300233.SZ,BUY,1700,17.2129,29261.87,58.5237,2182843.26,fixed
2015-04-23,601608.SH,BUY,7200,4.1392,29802.37,59.6047,2182302.77,fixed
2015-04-23,002675.SZ,BUY,4000,8.1886,32754.36,65.5087,2179350.77,fixed
2015-04-23,300078.SZ,BUY,6500,4.6087,29956.68,59.9134,2182148.45,fixed
2015-04-23,002512.SZ,BUY,3700,8.0802,29896.87,59.7937,2182208.26,fixed
2015-04-23,300141.SZ,BUY,3300,9.0693,29928.85,59.8577,2182176.28,fixed
2015-04-23,002602.SZ,BUY,7000,4.2434,29703.52,59.407,2182401.61,fixed
2015-04-23,300390.SZ,BUY,7400,4.0354,29862.0,59.724,2182243.13,fixed
2015-04-23,002558.SZ,BUY,3800,7.8526,29839.87,59.6797,2182265.26,fixed
2015-04-23,000938.SZ,BUY,2900,10.2711,29786.17,59.5723,2182318.96,fixed
2015-04-23,002421.SZ,BUY,7000,4.2376,29663.07,59.3261,2182442.07,fixed
2015-04-23,600756.SH,BUY,1200,23.7472,28496.67,56.9933,2183608.46,fixed
2015-04-23,002010.SZ,BUY,3800,7.7968,29627.77,59.2555,2182477.36,fixed
2015-04-23,000883.SZ,BUY,5800,5.1272,29737.5,59.475,2182367.63,fixed
2015-04-23,300063.SZ,BUY,4200,7.0768,29722.35,59.4447,2182382.78,fixed
2015-04-23,002171.SZ,BUY,5200,5.6867,29570.62,59.1412,2182534.51,fixed
2015-04-23,000526.SZ,BUY,1300,22.3,28990.0,57.98,2183115.13,fixed
2015-04-23,600667.SH,BUY,6400,4.64,29696.06,59.3921,2182409.07,fixed
2015-04-23,002506.SZ,BUY,46800,0.64,29952.0,59.904,2182153.13,fixed
2015-04-23,000755.SZ,BUY,5800,5.0932,29540.75,59.0815,2182564.38,fixed
2015-04-23,000989.SZ,BUY,2400,12.3201,29568.22,59.1364,2182536.91,fixed
2015-05-22,000526.SZ,SELL,-1300,22.3,28990.0,57.98,3232858.64,fixed
2015-05-22,000755.SZ,SELL,-11600,8.607,59081.49,199.6833,3262950.14,fixed
2015-05-22,000883.SZ,SELL,-11600,8.8341,59475.0,204.9512,3263343.65,fixed
2015-05-22,000989.SZ,SELL,-2400,12.3201,29568.22,59.1364,3233436.87,fixed
2015-05-22,002010.SZ,SELL,-3800,7.7968,29627.77,59.2555,3233496.41,fixed
2015-05-22,002171.SZ,SELL,-10400,14.561,59141.24,302.8692,3263009.89,fixed
2015-05-22,002180.SZ,SELL,-8800,21.1495,115541.88,372.2306,3319410.52,fixed
2015-05-22,002376.SZ,SELL,-2700,18.6373,29686.86,100.6413,3233555.5,fixed
2015-05-22,002421.SZ,SELL,-7000,10.7398,29663.07,150.3573,3233531.71,fixed
2015-05-22,002491.SZ,SELL,-4800,34.2987,29640.89,329.2678,3233509.53,fixed
2015-05-22,002558.SZ,SELL,-11400,7.8526,89519.6,179.0392,3293388.25,fixed
2015-05-22,002598.SZ,SELL,-3800,12.0861,29936.76,91.8543,3233805.41,fixed
2015-05-22,002675.SZ,SELL,-4000,20.3506,32754.36,162.8048,3236623.01,fixed
2015-05-22,300001.SZ,SELL,-3400,29.6677,29395.91,201.7404,3233264.55,fixed
2015-05-22,300063.SZ,SELL,-12600,19.8349,89167.05,499.8399,3293035.7,fixed
2015-05-22,300141.SZ,SELL,-3300,12.0706,29928.85,79.6658,3233797.49,fixed
2015-05-22,300233.SZ,SELL,-1700,30.4938,29261.87,103.6789,3233130.51,fixed
2015-05-22,300339.SZ,SELL,-5200,33.016,61977.81,343.3668,3265846.45,fixed
2015-05-22,300390.SZ,SELL,-7400,8.7482,29862.0,129.4739,3233730.64,fixed
2015-05-22,600076.SH,SELL,-5800,8.2539,29716.02,95.7454,3233584.66,fixed
2015-05-22,601608.SH,SELL,-7200,12.9952,29802.37,187.1311,3233671.01,fixed
2015-05-22,300025.SZ,BUY,3000,9.9358,29807.25,59.6145,3174061.39,fixed
2015-05-22,300366.SZ,BUY,2800,10.6857,29919.95,59.8399,3173948.7,fixed
2015-05-22,000719.SZ,BUY,3300,9.0206,29767.85,59.5357,3174100.8,fixed
2015-05-22,600756.SH,BUY,1200,23.7472,28496.67,56.9933,3175371.97,fixed
2015-05-22,600522.SH,BUY,4500,6.5591,29516.05,59.0321,3174352.59,fixed
2015-05-22,600602.SH,BUY,3100,9.6703,29977.86,59.9557,3173890.78,fixed
2015-05-22,300078.SZ,BUY,6500,4.6087,29956.68,59.9134,3173911.97,fixed
2015-05-22,300098.SZ,BUY,5100,5.8781,29978.06,59.9561,3173890.58,fixed
2015-05-22,300368.SZ,BUY,2400,12.3012,29522.83,59.0457,3174345.82,fixed
2015-05-22,002602.SZ,BUY,7000,4.2434,29703.52,59.407,3174165.13,fixed
2015-05-22,002512.SZ,BUY,3700,8.0802,29896.87,59.7937,3173971.78,fixed
2015-05-22,002264.SZ,BUY,3500,8.3856,29349.61,58.6992,3174519.03,fixed
2015-05-22,300451.SZ,BUY,16500,1.9923,32872.84,65.7457,3170995.81,fixed
2015-05-22,000938.SZ,BUY,2900,10.2711,29786.17,59.5723,3174082.47,fixed
2015-05-22,300213.SZ,BUY,1900,15.0117,28522.31,57.0446,3175346.33,fixed
2015-05-22,601888.SH,BUY,1300,22.8688,29729.45,59.4589,3174139.19,fixed
2015-05-22,002255.SZ,BUY,4200,7.1392,29984.76,59.9695,3173883.89,fixed
2015-05-22,600667.SH,BUY,6400,4.64,29696.06,59.3921,3174172.58,fixed
2015-05-22,300455.SZ,BUY,7700,4.2466,32699.03,65.3981,3171169.62,fixed
2015-05-22,600258.SH,BUY,2400,12.0682,28963.64,57.9273,3174905.0,fixed
2015-05-22,300448.SZ,BUY,1800,17.6071,31692.78,63.3856,3172175.86,fixed
2015-05-22,002249.SZ,BUY,3800,7.7876,29592.87,59.1857,3174275.77,fixed
2015-05-22,300110.SZ,BUY,6900,4.3079,29724.43,59.4489,3174144.22,fixed
2015-05-22,300414.SZ,BUY,3100,10.618,32915.73,65.8315,3170952.91,fixed
2015-05-22,002607.SZ,BUY,6600,4.4901,29634.36,59.2687,3174234.28,fixed
2015-05-22,002159.SZ,BUY,1300,21.6611,28159.48,56.319,3175709.16,fixed
2015-05-22,002506.SZ,BUY,46800,0.64,29952.0,59.904,3173916.64,fixed
2015-05-22,600232.SH,BUY,6100,4.8541,29610.15,59.2203,3174258.5,fixed
2015-05-22,600719.SH,BUY,5600,5.3379,29892.45,59.7849,3173976.2,fixed
2015-05-22,002630.SZ,BUY,4000,7.3541,29416.35,58.8327,3174452.3,fixed
2015-06-19,000719.SZ,SELL,-6600,14.5263,59535.7,191.7472,4685259.93,fixed
2015-06-19,000938.SZ,SELL,-14500,44.0303,148930.87,1276.8791,4774655.1,fixed
2015-06-19,002159.SZ,SELL,-1300,21.6611,28159.48,56.319,4653883.71,fixed
2015-06-19,002249.SZ,SELL,-3800,11.405,29592.87,86.6781,4655317.1,fixed
2015-06-19,002255.SZ,SELL,-4200,13.3418,29984.76,112.0714,4655708.99,fixed
2015-06-19,002264.SZ,SELL,-3500,8.3856,29349.61,58.6992,4655073.85,fixed
2015-06-19,002512.SZ,SELL,-18500,17.7436,149484.34,656.5136,4775208.57,fixed
2015-06-19,002602.SZ,SELL,-21000,4.2434,89110.55,178.2211,4714834.78,fixed
2015-06-19,002630.SZ,SELL,-4000,9.4171,29416.35,75.3372,4655140.58,fixed
2015-06-19,300025.SZ,SELL,-9000,14.921,89421.75,268.5778,4715145.98,fixed
2015-06-19,300078.SZ,SELL,-13000,15.8929,59913.36,413.2144,4685637.59,fixed
2015-06-19,300098.SZ,SELL,-5100,9.8099,29978.06,100.0612,4655702.3,fixed
2015-06-19,300110.SZ,SELL,-6900,13.7435,29724.43,189.6604,4655448.66,fixed
2015-06-19,300213.SZ,SELL,-1900,20.7493,28522.31,78.8475,4654246.55,fixed
2015-06-19,300366.SZ,SELL,-2800,19.4811,29919.95,109.0944,4655644.18,fixed
2015-06-19,300414.SZ,SELL,-3100,23.5833,32915.73,146.2165,4658639.96,fixed
2015-06-19,300448.SZ,SELL,-1800,15.3167,31692.78,55.14,4657417.01,fixed
2015-06-19,300455.SZ,SELL,-7700,15.7308,32699.03,242.2548,4658423.26,fixed
2015-06-19,600232.SH,SELL,-6100,7.8218,29610.15,95.4261,4655334.38,fixed
2015-06-19,600258.SH,SELL,-2400,12.0682,28963.64,57.9273,4654687.87,fixed
2015-06-19,600522.SH,SELL,-4500,9.9985,29516.05,89.9863,4655240.29,fixed
2015-06-19,600667.SH,SELL,-12800,4.64,59392.13,118.7843,4685116.36,fixed
2015-06-19,600719.SH,SELL,-5600,5.3379,29892.45,59.7849,4655616.68,fixed
2015-06-19,601888.SH,SELL,-1300,30.6481,29729.45,79.685,4655453.68,fixed
2015-06-19,600602.SH,BUY,3100,9.6703,29977.86,59.9557,4595746.37,fixed
2015-06-19,300008.SZ,BUY,4300,6.8419,29420.1,58.8402,4596304.13,fixed
2015-06-19,600589.SH,BUY,3500,8.3451,29207.72,58.4154,4596516.51,fixed
2015-06-19,600756.SH,BUY,1200,23.7472,28496.67,56.9933,4597227.56,fixed
2015-06-19,002106.SZ,BUY,2000,14.4039,28807.85,57.6157,4596916.39,fixed
2015-06-19,002607.SZ,BUY,6600,4.4901,29634.36,59.2687,4596089.87,fixed
2015-06-19,002346.SZ,BUY,2100,13.9753,29348.22,58.6964,4596376.01,fixed
2015-06-19,300368.SZ,BUY,2400,12.3012,29522.83,59.0457,4596201.41,fixed
2015-06-19,000034.SZ,BUY,3500,8.4049,29417.01,58.834,4596307.23,fixed
2015-06-19,300479.SZ,BUY,2600,12.6147,32798.22,65.5964,4592926.01,fixed
2015-06-19,002506.SZ,BUY,46800,0.64,29952.0,59.904,4595772.23,fixed
2015-06-19,002667.SZ,BUY,2100,13.9366,29266.88,58.5338,4596457.36,fixed
2015-06-19,600558.SH,BUY,3800,7.8299,29753.47,59.5069,4595970.76,fixed
2015-06-19,600967.SH,BUY,1900,15.2944,29059.4,58.1188,4596664.84,fixed
2015-06-19,300451.SZ,BUY,2400,10.9806,26353.34,52.7067,4599370.89,fixed
2015-06-19,000429.SZ,BUY,7700,3.8631,29745.97,59.4919,4595978.27,fixed
2015-06-19,600099.SH,BUY,2200,13.1362,28899.56,57.7991,4596824.67,fixed
2015-06-19,002212.SZ,BUY,2500,11.7133,29283.35,58.5667,4596440.89,fixed
2015-06-19,300468.SZ,BUY,1200,23.469,28162.85,56.3257,4597561.39,fixed
2015-06-19,300469.SZ,BUY,3900,8.3926,32731.3,65.4626,4592992.93,fixed
2015-06-19,600790.SH,BUY,4300,6.9066,29698.44,59.3969,4596025.79,fixed
2015-06-19,002057.SZ,BUY,5400,5.5076,29741.28,59.4826,4595982.95,fixed
2015-06-19,000676.SZ,BUY,4800,6.2288,29898.37,59.7967,4595825.87,fixed
2015-06-19,002248.SZ,BUY,1700,16.7,28390.0,56.78,4597334.23,fixed
2015-06-19,300162.SZ,BUY,1300,22.9085,29781.11,59.5622,4595943.13,fixed
2015-06-19,000813.SZ,BUY,4100,7.2026,29530.47,59.0609,4596193.76,fixed
2015-06-19,300323.SZ,BUY,3200,9.2166,29493.22,58.9864,4596231.01,fixed
2015-06-19,002199.SZ,BUY,2000,14.92,29840.0,59.68,4595884.23,fixed
2015-06-19,002558.SZ,BUY,3800,7.8526,29839.87,59.6797,4595884.37,fixed
2015-06-19,603918.SH,BUY,1800,17.6846,31832.28,63.6646,4593891.95,fixed
2015-07-20,000034.SZ,SELL,-3500,8.4049,29417.01,58.834,4638166.23,fixed
2015-07-20,000676.SZ,SELL,-4800,6.2288,29898.37,59.7967,4638647.6,fixed
2015-07-20,000813.SZ,SELL,-4100,7.2026,29530.47,59.0609,4638279.7,fixed
2015-07-20,002057.SZ,SELL,-5400,5.5076,29741.28,59.4826,4638490.51,fixed
2015-07-20,002106.SZ,SELL,-2000,14.4039,28807.85,57.6157,4637557.08,fixed
2015-07-20,002199.SZ,SELL,-2000,14.92,29840.0,59.68,4638589.23,fixed
2015-07-20,002212.SZ,SELL,-2500,11.7133,29283.35,58.5667,4638032.58,fixed
2015-07-20,002248.SZ,SELL,-1700,16.7,28390.0,56.78,4637139.23,fixed
2015-07-20,002346.SZ,SELL,-2100,13.9753,29348.22,58.6964,4638097.45,fixed
2015-07-20,002506.SZ,SELL,-140400,0.64,89856.0,179.712,4698605.23,fixed
2015-07-20,002667.SZ,SELL,-2100,13.9366,29266.88,58.5338,4638016.11,fixed
2015-07-20,300008.SZ,SELL,-4300,6.8419,29420.1,58.8402,4638169.33,fixed
2015-07-20,300162.SZ,SELL,-1300,20.6177,29781.11,53.606,4638530.33,fixed
2015-07-20,300323.SZ,SELL,-3200,9.2166,29493.22,58.9864,4638242.45,fixed
2015-07-20,300368.SZ,SELL,-4800,9.4263,59045.65,90.4921,4667794.88,fixed
2015-07-20,300451.SZ,SELL,-18900,9.385,59226.18,354.753,4667975.41,fixed
2015-07-20,300468.SZ,SELL,-1200,15.4228,28162.85,37.0147,4636912.07,fixed
2015-07-20,300469.SZ,SELL,-3900,18.9594,32731.3,147.883,4641480.53,fixed
2015-07-20,300479.SZ,SELL,-2600,29.5824,32798.22,153.8283,4641547.45,fixed
2015-07-20,600099.SH,SELL,-2200,13.1362,28899.56,57.7991,4637648.79,fixed
2015-07-20,600558.SH,SELL,-3800,7.0469,29753.47,53.5562,4638502.7,fixed
2015-07-20,600589.SH,SELL,-3500,8.3451,29207.72,58.4154,4637956.95,fixed
2015-07-20,600602.SH,SELL,-6200,9.6703,59955.72,119.9114,4668704.95,fixed
2015-07-20,600756.SH,SELL,-3600,26.2294,85490.01,188.8518,4694239.24,fixed
2015-07-20,600790.SH,SELL,-4300,6.9066,29698.44,59.3969,4638447.67,fixed
2015-07-20,600967.SH,SELL,-1900,15.2944,29059.4,58.1188,4637808.63,fixed
2015-07-20,603918.SH,SELL,-1800,14.0504,31832.28,50.5813,4640581.51,fixed
2015-07-20,002771.SZ,BUY,1100,24.8525,27337.77,54.6755,4581411.46,fixed
2015-07-20,000429.SZ,BUY,7700,3.8631,29745.97,59.4919,4579003.26,fixed
2015-07-20,300482.SZ,BUY,1900,15.5332,29513.05,59.0261,4579236.18,fixed
2015-07-20,300480.SZ,BUY,3400,9.4329,32071.97,64.1439,4576677.26,fixed
2015-07-20,002316.SZ,BUY,2700,10.9774,29638.95,59.2779,4579110.28,fixed
2015-07-20,600681.SH,BUY,7000,4.2512,29758.09,59.5162,4578991.14,fixed
2015-07-20,002264.SZ,BUY,3600,8.2162,29578.44,59.1569,4579170.79,fixed
2015-07-20,300419.SZ,BUY,900,31.2899,28160.91,56.3218,4580588.32,fixed
2015-07-20,002607.SZ,BUY,7200,4.1174,29645.64,59.2913,4579103.59,fixed
2015-07-20,002015.SZ,BUY,4400,6.7488,29694.73,59.3895,4579054.5,fixed
2015-07-20,600678.SH,BUY,1900,15.2152,28908.88,57.8178,4579840.35,fixed
2015-07-20,002390.SZ,BUY,2200,14.7157,32374.46,64.7489,4576374.77,fixed
2015-07-20,600683.SH,BUY,4800,6.6771,32050.18,64.1004,4576699.04,fixed
2015-07-20,000520.SZ,BUY,11800,2.53,29854.0,59.708,4578895.23,fixed
2015-07-20,000526.SZ,BUY,1300,22.3,28990.0,57.98,4579759.23,fixed
2015-07-20,300487.SZ,BUY,3600,7.8175,28143.06,56.2861,4580606.17,fixed
2015-07-20,300401.SZ,BUY,5900,5.567,32845.09,65.6902,4575904.14,fixed
2015-07-20,600381.SH,BUY,1400,20.6206,28868.84,57.7377,4579880.39,fixed
2015-07-20,002173.SZ,BUY,1700,18.9904,32283.72,64.5674,4576465.51,fixed
2015-07-20,601628.SH,BUY,1000,27.7894,27789.41,55.5788,4580959.81,fixed
2015-07-20,600548.SH,BUY,5500,5.361,29485.27,58.9705,4579263.96,fixed
2015-07-20,600787.SH,BUY,2800,10.6662,29865.23,59.7305,4578884.0,fixed
2015-07-20,300395.SZ,BUY,3700,8.0662,29844.96,59.6899,4578904.27,fixed
2015-07-20,002159.SZ,BUY,1200,26.2081,31449.77,62.8995,4577299.46,fixed
2015-07-20,002558.SZ,BUY,3800,7.8526,29839.87,59.6797,4578909.36,fixed
2015-07-20,002034.SZ,BUY,1900,15.2829,29037.44,58.0749,4579711.79,fixed
2015-07-20,000595.SZ,BUY,6100,4.965,30286.26,60.5725,4578462.97,fixed
2015-07-20,000935.SZ,BUY,4200,6.9252,29086.0,58.172,4579663.23,fixed
2015-07-20,000680.SZ,BUY,4500,6.5718,29573.26,59.1465,4579175.97,fixed
2015-07-20,600707.SH,BUY,2800,10.6606,29849.82,59.6996,4578899.41,fixed
2015-08-17,000429.SZ,SELL,-15400,4.4423,59491.93,136.8242,4834666.04,fixed
2015-08-17,000595.SZ,SELL,-6100,5.635,30286.26,68.747,4805460.36,fixed
2015-08-17,000680.SZ,SELL,-4500,7.715,29573.26,69.4351,4804747.37,fixed
2015-08-17,000935.SZ,SELL,-4200,7.3684,29086.0,61.8948,4804260.1,fixed
2015-08-17,002034.SZ,SELL,-1900,18.7283,29037.44,71.1677,4804211.55,fixed
2015-08-17,002159.SZ,SELL,-1200,26.5782,31449.77,63.7877,4806623.87,fixed
2015-08-17,002173.SZ,SELL,-1700,19.0705,32283.72,64.8397,4807457.83,fixed
2015-08-17,002264.SZ,SELL,-3600,9.6584,29578.44,69.5408,4804752.55,fixed
